step,elapsed_tokens,elapsed_examples,training_loss,training_sequence_accuracy,training_token_accuracy,validation_loss,validation_sequence_accuracy,validation_token_accuracy,classification/accuracy,classification/precision,classification/recall,classification/auroc,classification/auprc,classification/f1.0
1533,520168,12264,0.01733056169460594,0.875,0.875,,,,,,,,,
1534,520496,12272,0.022551358022028577,1.0,1.0,,,,,,,,,
1535,520824,12280,0.03309345135773765,0.875,0.875,,,,,,,,,
1536,521216,12288,0.03065594289119569,0.875,0.875,,,,,,,,,
1537,521608,12296,0.023998559690310988,0.875,0.875,0.04519267699157354,0.875,0.875,,,,,,
1538,521936,12304,0.02766877506149467,0.875,0.875,,,,,,,,,
1539,522264,12312,0.02540223392634653,0.875,0.875,,,,,,,,,
1540,522656,12320,0.02998090383576558,0.75,0.75,,,,,,,,,
1541,522984,12328,0.022666076597728534,1.0,1.0,,,,,,,,,
1542,523312,12336,0.022963557981551273,1.0,1.0,,,,,,,,,
1543,523768,12344,0.01702221323575941,1.0,1.0,,,,,,,,,
1544,524096,12352,0.02617724692098273,1.0,1.0,,,,0.890999972820282,0.8981854838709677,0.9911012235817576,0.4985517461646053,0.8982728506076862,0.9423585404547858
1545,524296,12360,0.017677408452824842,1.0,1.0,0.03936285775911528,0.875,0.875,,,,,,
1546,524624,12368,0.032060236243502,0.875,0.875,,,,,,,,,
1547,524952,12376,0.02279120129565854,1.0,1.0,,,,,,,,,
1548,525344,12384,0.02832463812990378,0.875,0.875,,,,,,,,,
1549,525672,12392,0.030673872436673265,0.875,0.875,,,,,,,,,
1550,526000,12400,0.025462972500154134,1.0,1.0,,,,,,,,,
1551,526264,12408,0.026414541362373707,1.0,1.0,,,,,,,,,
1552,526592,12416,0.019852910926412733,1.0,1.0,,,,,,,,,
1553,527112,12424,0.017447122422942128,0.875,0.875,0.02887073548270564,1.0,1.0,,,,,,
1554,527504,12432,0.026191982533661454,0.875,0.875,,,,,,,,,
1555,527896,12440,0.016399113529350865,0.875,0.875,,,,,,,,,
1556,528288,12448,0.029504153835556893,0.625,0.625,,,,,,,,,
1557,528808,12456,0.018105919754739262,1.0,1.0,,,,,,,,,
1558,529072,12464,0.02760556102100964,0.875,0.875,,,,,,,,,
1559,529400,12472,0.03433436846290715,0.75,0.75,,,,,,,,,
1560,529792,12480,0.017515052475804014,0.875,0.875,,,,,,,,,
1561,530056,12488,0.023731992265293225,1.0,1.0,0.02690485049762629,1.0,1.0,,,,,,
1562,530448,12496,0.01999917338609521,1.0,1.0,,,,,,,,,
1563,530776,12504,0.027587964672340603,0.875,0.875,,,,,,,,,
1564,531168,12512,0.017538870463725594,1.0,1.0,,,,,,,,,
1565,531624,12520,0.020416666354316736,1.0,1.0,,,,,,,,,
1566,531888,12528,0.022554902605843377,1.0,1.0,,,,,,,,,
1567,532024,12536,0.034662715535787356,0.875,0.875,,,,,,,,,
1568,532352,12544,0.022080288947910955,1.0,1.0,,,,,,,,,
1569,532744,12552,0.020631004047639484,1.0,1.0,0.03746839557384374,0.875,0.875,,,,,,
1570,533072,12560,0.03247780010016868,1.0,1.0,,,,,,,,,
1571,533464,12568,0.02218540099106273,0.875,0.875,,,,,,,,,
1572,533792,12576,0.022115897854993818,1.0,1.0,,,,,,,,,
1573,534120,12584,0.02127499985753821,1.0,1.0,,,,,,,,,
1574,534576,12592,0.01593176882657904,1.0,1.0,,,,,,,,,
1575,534968,12600,0.017210493149783967,1.0,1.0,,,,,,,,,
1576,535296,12608,0.02160528455545136,0.875,0.875,,,,,,,,,
1577,535624,12616,0.020431203465137514,1.0,1.0,0.03844925792711495,0.75,0.75,,,,,,
1578,535888,12624,0.022320490860433893,1.0,1.0,,,,,,,,,
1579,536344,12632,0.017890711029945775,1.0,1.0,,,,,,,,,
1580,536864,12640,0.013172749750038976,1.0,1.0,,,,,,,,,
1581,537256,12648,0.02742423974406241,0.875,0.875,,,,,,,,,
1582,537648,12656,0.021639073032104838,1.0,1.0,,,,,,,,,
1583,537976,12664,0.018520554044807798,1.0,1.0,,,,,,,,,
1584,538304,12672,0.02073855622985684,1.0,1.0,,,,,,,,,
1585,538632,12680,0.02628961822480778,1.0,1.0,0.03442013047808724,1.0,1.0,,,,,,
1586,538960,12688,0.017303984284357286,0.875,0.875,,,,,,,,,
1587,539288,12696,0.02902955148896763,1.0,1.0,,,,,,,,,
1588,539680,12704,0.02347343443519397,1.0,1.0,,,,,,,,,
1589,540136,12712,0.012363304703890857,0.875,0.875,,,,,,,,,
1590,540464,12720,0.024767955920804524,0.875,0.875,,,,,,,,,
1591,540792,12728,0.026082250367442612,1.0,1.0,,,,,,,,,
1592,541120,12736,0.022725167070850146,1.0,1.0,,,,,,,,,
1593,541448,12744,0.019889875678069074,1.0,1.0,0.01936061910903542,0.875,0.875,,,,,,
1594,541840,12752,0.014578502702224794,1.0,1.0,,,,,,,,,
1595,542104,12760,0.026609786756343963,1.0,1.0,,,,,,,,,
1596,542368,12768,0.029215828597025394,1.0,1.0,,,,,,,,,
1597,542760,12776,0.020021679572382708,1.0,1.0,,,,,,,,,
1598,543024,12784,0.028241313057133084,0.875,0.875,,,,,,,,,
1599,543224,12792,0.01816231024172642,1.0,1.0,,,,,,,,,
1600,543616,12800,0.020936981152359906,0.875,0.875,,,,,,,,,
1601,544008,12808,0.0170766931834108,1.0,1.0,0.05724850176558902,0.75,0.75,,,,,,
1602,544464,12816,0.0193574706921046,0.875,0.875,,,,,,,,,
1603,544856,12824,0.024840031000254992,1.0,1.0,,,,,,,,,
1604,545312,12832,0.026233547956258655,0.625,0.625,,,,,,,,,
1605,545704,12840,0.020565455801085288,1.0,1.0,,,,,,,,,
1606,546096,12848,0.016955244237841498,1.0,1.0,,,,,,,,,
1607,546488,12856,0.01797910544457409,1.0,1.0,,,,,,,,,
1608,546880,12864,0.01801806335094928,1.0,1.0,,,,,,,,,
1609,547144,12872,0.024420354173271337,0.875,0.875,0.025647508962350303,0.875,0.875,,,,,,
1610,547472,12880,0.02281455502800236,1.0,1.0,,,,,,,,,
1611,547928,12888,0.019827781154077195,1.0,1.0,,,,,,,,,
1612,548256,12896,0.021577803713480535,0.75,0.75,,,,,,,,,
1613,548584,12904,0.025312032871759586,1.0,1.0,,,,,,,,,
1614,548912,12912,0.024602244942230754,1.0,1.0,,,,,,,,,
1615,549176,12920,0.017534344094565314,1.0,1.0,,,,,,,,,
1616,549504,12928,0.018532513118101633,1.0,1.0,,,,,,,,,
1617,549832,12936,0.02426533636232489,0.875,0.875,0.0406628730326065,0.875,0.875,,,,,,
1618,550224,12944,0.025288952099169062,1.0,1.0,,,,,,,,,
1619,550552,12952,0.013438046001814655,1.0,1.0,,,,,,,,,
1620,550816,12960,0.021502810588644936,0.875,0.875,,,,,,,,,
1621,551016,12968,0.022161184556322645,1.0,1.0,,,,,,,,,
1622,551344,12976,0.015952588035732334,1.0,1.0,,,,,,,,,
1623,551672,12984,0.020331631924374958,1.0,1.0,,,,,,,,,
1624,552064,12992,0.02596213324504182,1.0,1.0,,,,,,,,,
1625,552456,13000,0.017961818408290735,1.0,1.0,0.02914579906625022,1.0,1.0,,,,,,
1626,552656,13008,0.015840013641973204,1.0,1.0,,,,,,,,,
1627,552984,13016,0.024909556614615212,1.0,1.0,,,,,,,,,
1628,553248,13024,0.033102846814153965,0.75,0.75,,,,,,,,,
1629,553576,13032,0.02242994225952134,0.875,0.875,,,,,,,,,
1630,553904,13040,0.022406180913487332,1.0,1.0,,,,,,,,,
1631,554296,13048,0.018560750130915644,1.0,1.0,,,,,,,,,
1632,554688,13056,0.015796845091990693,1.0,1.0,,,,,,,,,
1633,555208,13064,0.017111178224781726,1.0,1.0,0.05278492021309285,0.75,0.75,,,,,,
1634,555664,13072,0.02326026734782707,0.875,0.875,,,,,,,,,
1635,555928,13080,0.02308473868154124,1.0,1.0,,,,,,,,,
1636,556256,13088,0.02495914592228655,0.875,0.875,,,,,,,,,
1637,556584,13096,0.017183904603294647,1.0,1.0,,,,,,,,,
1638,556784,13104,0.029495871127692228,1.0,1.0,,,,,,,,,
1639,557048,13112,0.019467712186087737,1.0,1.0,,,,,,,,,
1640,557376,13120,0.02319118701539992,0.75,0.75,,,,,,,,,
1641,557768,13128,0.019521191068876457,1.0,1.0,0.07169651825406617,0.75,0.75,,,,,,
1642,558096,13136,0.011778093171189542,1.0,1.0,,,,,,,,,
1643,558424,13144,0.019053340164435217,1.0,1.0,,,,,,,,,
1644,558816,13152,0.02081253540419008,1.0,1.0,,,,,,,,,
1645,559080,13160,0.02300973862025785,1.0,1.0,,,,,,,,,
1646,559344,13168,0.021334661554019477,1.0,1.0,,,,,,,,,
1647,559672,13176,0.020127550272312875,1.0,1.0,,,,,,,,,
1648,560064,13184,0.019085193091838544,1.0,1.0,,,,,,,,,
1649,560520,13192,0.03086359063598398,0.75,0.75,0.02750782851255887,0.875,0.875,,,,,,
1650,560784,13200,0.02909299146793274,0.875,0.875,,,,,,,,,
1651,561240,13208,0.013077999735290046,0.875,0.875,,,,,,,,,
1652,561568,13216,0.016894217455330363,1.0,1.0,,,,,,,,,
1653,561960,13224,0.016851971174046413,1.0,1.0,,,,,,,,,
1654,562352,13232,0.02775659156909872,0.875,0.875,,,,,,,,,
1655,562744,13240,0.01791435827487779,1.0,1.0,,,,,,,,,
1656,563008,13248,0.030556611005204105,1.0,1.0,,,,,,,,,
1657,563400,13256,0.01869491043340531,1.0,1.0,0.039818021151459104,0.875,0.875,,,,,,
1658,563792,13264,0.020266558765263953,0.875,0.875,,,,,,,,,
1659,564120,13272,0.022991932908604216,1.0,1.0,,,,,,,,,
1660,564448,13280,0.021570301455096336,1.0,1.0,,,,,,,,,
1661,564840,13288,0.02627396241585302,1.0,1.0,,,,,,,,,
1662,565232,13296,0.02618450975471812,0.875,0.875,,,,,,,,,
1663,565752,13304,0.018089859533381516,0.875,0.875,,,,,,,,,
1664,566080,13312,0.021497746423508945,1.0,1.0,,,,,,,,,
1665,566472,13320,0.022581719901609176,1.0,1.0,0.024268462157973167,1.0,1.0,,,,,,
1666,566736,13328,0.026833686708127972,0.875,0.875,,,,,,,,,
1667,566936,13336,0.021878857538122246,1.0,1.0,,,,,,,,,
1668,567328,13344,0.018092967699515915,0.875,0.875,,,,,,,,,
1669,567656,13352,0.019498492813207122,1.0,1.0,,,,,,,,,
1670,567984,13360,0.01702045003325111,1.0,1.0,,,,,,,,,
1671,568312,13368,0.01603292069569943,1.0,1.0,,,,,,,,,
1672,568576,13376,0.015639687731490992,1.0,1.0,,,,,,,,,
1673,568904,13384,0.016344173620942454,1.0,1.0,0.02382838459747655,1.0,1.0,,,,,,
1674,569360,13392,0.016160388607438236,1.0,1.0,,,,,,,,,
1675,569688,13400,0.026734724034569807,0.875,0.875,,,,,,,,,
1676,570016,13408,0.02783353577401613,1.0,1.0,,,,,,,,,
1677,570408,13416,0.025593663948469233,0.875,0.875,,,,,,,,,
1678,570736,13424,0.017290889254254583,1.0,1.0,,,,,,,,,
1679,571192,13432,0.021408427045023142,0.875,0.875,,,,,,,,,
1680,571520,13440,0.025877474134402296,1.0,1.0,,,,,,,,,
1681,571848,13448,0.018319935508901836,1.0,1.0,0.024338086062519627,1.0,1.0,,,,,,
1682,572304,13456,0.02106570495042043,0.875,0.875,,,,,,,,,
1683,572696,13464,0.025759048190041847,1.0,1.0,,,,,,,,,
1684,573024,13472,0.023265636584943423,1.0,1.0,,,,,,,,,
1685,573416,13480,0.018292247730402476,1.0,1.0,,,,,,,,,
1686,573744,13488,0.020627773378786518,1.0,1.0,,,,,,,,,
1687,574136,13496,0.024974330921310562,0.875,0.875,,,,,,,,,
1688,574400,13504,0.028620958876826988,0.875,0.875,,,,,,,,,
1689,574792,13512,0.020486806166594155,1.0,1.0,0.04557654876699547,0.875,0.875,,,,,,
1690,575056,13520,0.025046048146200522,0.875,0.875,,,,,,,,,
1691,575512,13528,0.018147909494296725,1.0,1.0,,,,,,,,,
1692,575904,13536,0.01582064702409601,1.0,1.0,,,,,,,,,
1693,576232,13544,0.01849794506950275,1.0,1.0,,,,,,,,,
1694,576560,13552,0.018697162987227782,0.875,0.875,,,,,,,,,
1695,576952,13560,0.022801235707750795,1.0,1.0,,,,,,,,,
1696,577280,13568,0.01819015924041014,1.0,1.0,,,,,,,,,
1697,577608,13576,0.020474888586722955,1.0,1.0,0.022968826890883066,0.875,0.875,,,,,,
1698,577936,13584,0.017699193596410624,1.0,1.0,,,,,,,,,
1699,578264,13592,0.03875453216448659,0.875,0.875,,,,,,,,,
1700,578656,13600,0.023444723406701087,0.875,0.875,,,,,,,,,
1701,578984,13608,0.017097263476272925,1.0,1.0,,,,,,,,,
1702,579312,13616,0.022802579012190106,1.0,1.0,,,,,,,,,
1703,579576,13624,0.036450261635927746,0.875,0.875,,,,,,,,,
1704,579968,13632,0.022567665481789543,0.875,0.875,,,,,,,,,
1705,580232,13640,0.037672660243042624,0.875,0.875,0.045418332626024495,0.875,0.875,,,,,,
1706,580624,13648,0.022668522085217926,0.875,0.875,,,,,,,,,
1707,581016,13656,0.019418238478701822,1.0,1.0,,,,,,,,,
1708,581280,13664,0.027926557898299505,0.875,0.875,,,,,,,,,
1709,581736,13672,0.014961066529116841,0.875,0.875,,,,,,,,,
1710,582064,13680,0.024503027905378987,1.0,1.0,,,,,,,,,
1711,582520,13688,0.014967918171418465,1.0,1.0,,,,,,,,,
1712,582784,13696,0.018321764531781352,1.0,1.0,,,,,,,,,
1713,582984,13704,0.01692216977950011,1.0,1.0,0.11468872296264937,0.625,0.625,,,,,,
1714,583376,13712,0.026249451435542148,1.0,1.0,,,,,,,,,
1715,583640,13720,0.031652390761446436,0.875,0.875,,,,,,,,,
1716,583968,13728,0.021261945513124374,1.0,1.0,,,,,,,,,
1717,584296,13736,0.026644353049258367,0.875,0.875,,,,,,,,,
1718,584624,13744,0.018759570530601198,1.0,1.0,,,,,,,,,
1719,584888,13752,0.01894410425124079,1.0,1.0,,,,,,,,,
1720,585152,13760,0.0301973009993435,0.875,0.875,,,,,,,,,
1721,585544,13768,0.01834951280686558,1.0,1.0,0.02694802531767588,1.0,1.0,,,,,,
1722,585744,13776,0.030536004728698263,1.0,1.0,,,,,,,,,
1723,586072,13784,0.02707912484907138,1.0,1.0,,,,,,,,,
1724,586528,13792,0.018441286349495517,1.0,1.0,,,,,,,,,
1725,586856,13800,0.03230189213479753,0.875,0.875,,,,,,,,,
1726,587312,13808,0.02130835326793853,0.875,0.875,,,,,,,,,
1727,587832,13816,0.015994573315567775,1.0,1.0,,,,,,,,,
1728,588160,13824,0.020501356711574773,1.0,1.0,,,,,,,,,
1729,588488,13832,0.0302212615299577,0.875,0.875,0.05502535566029837,0.75,0.75,,,,,,
1730,588880,13840,0.01701605826319943,1.0,1.0,,,,,,,,,
1731,589144,13848,0.017596897148632707,1.0,1.0,,,,,,,,,
1732,589600,13856,0.02214644043766124,1.0,1.0,,,,,,,,,
1733,589992,13864,0.012987513031245424,1.0,1.0,,,,,,,,,
1734,590320,13872,0.022011017550528773,1.0,1.0,,,,,,,,,
1735,590584,13880,0.021900484454795335,1.0,1.0,,,,,,,,,
1736,590784,13888,0.025254961799037117,0.875,0.875,,,,,,,,,
1737,591112,13896,0.017023681321607004,1.0,1.0,0.031109088885887107,1.0,1.0,,,,,,
1738,591568,13904,0.020281862652387385,1.0,1.0,,,,,,,,,
1739,591960,13912,0.02251825477350697,0.875,0.875,,,,,,,,,
1740,592224,13920,0.029660716017478994,0.875,0.875,,,,,,,,,
1741,592616,13928,0.016413240830485544,1.0,1.0,,,,,,,,,
1742,593008,13936,0.021974265628535553,0.875,0.875,,,,,,,,,
1743,593336,13944,0.027999433442879307,0.875,0.875,,,,,,,,,
1744,593792,13952,0.02025860855872452,1.0,1.0,,,,,,,,,
1745,594056,13960,0.020893139787135626,1.0,1.0,0.02149876612647252,1.0,1.0,,,,,,
1746,594448,13968,0.01819768878450911,1.0,1.0,,,,,,,,,
1747,594840,13976,0.029879431945297862,0.875,0.875,,,,,,,,,
1748,595168,13984,0.016054912407147643,1.0,1.0,,,,,,,,,
1749,595560,13992,0.02636387772827827,0.75,0.75,,,,,,,,,
1750,596080,14000,0.019711358337244744,0.875,0.875,,,,,,,,,
1751,596408,14008,0.02536748996927054,1.0,1.0,,,,,,,,,
1752,596736,14016,0.019944617669973012,1.0,1.0,,,,,,,,,
1753,597000,14024,0.03179034780381471,0.875,0.875,0.08756758362924302,0.75,0.75,,,,,,
1754,597264,14032,0.02372262895149106,0.875,0.875,,,,,,,,,
1755,597528,14040,0.022581085492088274,1.0,1.0,,,,,,,,,
1756,597856,14048,0.023324565203278327,0.875,0.875,,,,,,,,,
1757,598120,14056,0.024020507366412862,1.0,1.0,,,,,,,,,
1758,598512,14064,0.021398880498629747,1.0,1.0,,,,,,,,,
1759,598776,14072,0.022930371473466948,1.0,1.0,,,,,,,,,
1760,599232,14080,0.023090513656183503,1.0,1.0,,,,,,,,,
1761,599432,14088,0.028741172135002366,0.875,0.875,0.05039583663140547,0.75,0.75,,,,,,
1762,599696,14096,0.01880457307373945,0.875,0.875,,,,,,,,,
1763,600024,14104,0.018387948626899745,1.0,1.0,,,,,,,,,
1764,600416,14112,0.023686238179196458,1.0,1.0,,,,,,,,,
1765,600616,14120,0.02463952329613676,1.0,1.0,,,,,,,,,
1766,601008,14128,0.020631833903559407,1.0,1.0,,,,,,,,,
1767,601400,14136,0.027878056422553827,1.0,1.0,,,,,,,,,
1768,601728,14144,0.02642064990763538,1.0,1.0,,,,,,,,,
1769,602056,14152,0.01581738266782486,1.0,1.0,0.02929808445369417,1.0,1.0,,,,,,
1770,602384,14160,0.024654585269137896,1.0,1.0,,,,,,,,,
1771,602712,14168,0.022774245046268335,1.0,1.0,,,,,,,,,
1772,602976,14176,0.026265638861854658,0.875,0.875,,,,,,,,,
1773,603240,14184,0.018459896840440707,1.0,1.0,,,,,,,,,
1774,603504,14192,0.017251872653450847,1.0,1.0,,,,,,,,,
1775,603896,14200,0.015512239166415991,1.0,1.0,,,,,,,,,
1776,604160,14208,0.03573805321489089,0.875,0.875,,,,,,,,,
1777,604488,14216,0.02234054382005889,1.0,1.0,0.051307396042629995,0.875,0.875,,,,,,
1778,604816,14224,0.026291790546209087,1.0,1.0,,,,,,,,,
1779,605272,14232,0.022347840674688736,1.0,1.0,,,,,,,,,
1780,605792,14240,0.022245940608008823,1.0,1.0,,,,,,,,,
1781,606120,14248,0.012919728489840052,1.0,1.0,,,,,,,,,
1782,606320,14256,0.020572205902408314,1.0,1.0,,,,,,,,,
1783,606648,14264,0.02537718781521835,1.0,1.0,,,,,,,,,
1784,607040,14272,0.01727843170380766,1.0,1.0,,,,,,,,,
1785,607368,14280,0.022755579200620563,1.0,1.0,0.060475243380442405,0.75,0.75,,,,,,
1786,607632,14288,0.018158352500577166,1.0,1.0,,,,,,,,,
1787,608024,14296,0.03347077871319016,0.875,0.875,,,,,,,,,
1788,608416,14304,0.015376601193083844,1.0,1.0,,,,,,,,,
1789,608744,14312,0.023872649879944217,1.0,1.0,,,,,,,,,
1790,609008,14320,0.03202012974069476,0.875,0.875,,,,,,,,,
1791,609400,14328,0.019080578975839067,1.0,1.0,,,,,,,,,
1792,609728,14336,0.017728589566126173,1.0,1.0,,,,,,,,,
1793,610056,14344,0.023707859093923617,1.0,1.0,0.02167978688466974,1.0,1.0,,,,,,
1794,610384,14352,0.02042730156597099,1.0,1.0,,,,,,,,,
1795,610648,14360,0.020249039149357485,1.0,1.0,,,,,,,,,
1796,610912,14368,0.023973365349047527,0.875,0.875,,,,,,,,,
1797,611240,14376,0.025890402032418935,1.0,1.0,,,,,,,,,
1798,611504,14384,0.02436579609729051,1.0,1.0,,,,,,,,,
1799,611896,14392,0.022907013998216524,1.0,1.0,,,,,,,,,
1800,612288,14400,0.018596503742670998,1.0,1.0,,,,,,,,,
1801,612616,14408,0.02410963984703631,1.0,1.0,0.03244973861264173,0.875,0.875,,,,,,
1802,612944,14416,0.019000608243819446,1.0,1.0,,,,,,,,,
1803,613144,14424,0.024370777333254712,1.0,1.0,,,,,,,,,
1804,613536,14432,0.025620678422234654,1.0,1.0,,,,,,,,,
1805,613736,14440,0.022605354343019524,1.0,1.0,,,,,,,,,
1806,614064,14448,0.018197532952774053,1.0,1.0,,,,,,,,,
1807,614456,14456,0.021753842807556795,1.0,1.0,,,,,,,,,
1808,614784,14464,0.029695006127662054,0.875,0.875,,,,,,,,,
1809,615112,14472,0.023240247185389307,1.0,1.0,0.021976199609783482,1.0,1.0,,,,,,
1810,615504,14480,0.020826981149305843,1.0,1.0,,,,,,,,,
1811,615896,14488,0.018731338789708996,1.0,1.0,,,,,,,,,
1812,616224,14496,0.02031493374085403,1.0,1.0,,,,,,,,,
1813,616488,14504,0.026321009959619918,1.0,1.0,,,,,,,,,
1814,616816,14512,0.01854148497098868,1.0,1.0,,,,,,,,,
1815,617080,14520,0.02800611881784789,0.875,0.875,,,,,,,,,
1816,617344,14528,0.025599163380666142,1.0,1.0,,,,,,,,,
1817,617736,14536,0.019012368490648444,1.0,1.0,0.02369520506673871,1.0,1.0,,,,,,
1818,617936,14544,0.01937065910741997,1.0,1.0,,,,,,,,,
1819,618264,14552,0.016334500392404156,1.0,1.0,,,,,,,,,
1820,618528,14560,0.020028823726265726,1.0,1.0,,,,,,,,,
1821,618920,14568,0.020576376769146615,0.875,0.875,,,,,,,,,
1822,619312,14576,0.017654126876283652,1.0,1.0,,,,,,,,,
1823,619768,14584,0.021975830414043496,1.0,1.0,,,,,,,,,
1824,620160,14592,0.021544934197154364,1.0,1.0,,,,,,,,,
1825,620488,14600,0.021009362220516782,1.0,1.0,0.05263703418762209,0.5,0.5,,,,,,
1826,620688,14608,0.017695865891121987,1.0,1.0,,,,,,,,,
1827,620952,14616,0.02539975189565666,1.0,1.0,,,,,,,,,
1828,621344,14624,0.02045408290085106,1.0,1.0,,,,,,,,,
1829,621672,14632,0.025230672671481446,0.875,0.875,,,,,,,,,
1830,622064,14640,0.021172729307503083,1.0,1.0,,,,,,,,,
1831,622264,14648,0.023184540901735693,1.0,1.0,,,,,,,,,
1832,622592,14656,0.02350027255834721,1.0,1.0,,,,,,,,,
1833,623048,14664,0.0215745479150181,0.875,0.875,0.045457459961093266,0.75,0.75,,,,,,
1834,623312,14672,0.02161694917337627,0.875,0.875,,,,,,,,,
1835,623576,14680,0.03709376082213567,0.875,0.875,,,,,,,,,
1836,624032,14688,0.014959774561175436,0.875,0.875,,,,,,,,,
1837,624424,14696,0.02402117957168533,1.0,1.0,,,,,,,,,
1838,624816,14704,0.0249648833845337,1.0,1.0,,,,,,,,,
1839,625144,14712,0.0185545326359279,1.0,1.0,,,,,,,,,
1840,625536,14720,0.01825761213288691,1.0,1.0,,,,,,,,,
1841,625928,14728,0.0265401567831456,1.0,1.0,0.03827232821230912,0.875,0.875,,,,,,
1842,626320,14736,0.016366808756314036,1.0,1.0,,,,,,,,,
1843,626520,14744,0.029657958822669268,1.0,1.0,,,,,,,,,
1844,626848,14752,0.02045590162154986,1.0,1.0,,,,,,,,,
1845,627240,14760,0.019368596667415354,1.0,1.0,,,,,,,,,
1846,627568,14768,0.01754443347063534,1.0,1.0,,,,,,,,,
1847,627960,14776,0.018276559999991757,0.875,0.875,,,,,,,,,
1848,628224,14784,0.024126007913973808,1.0,1.0,,,,,,,,,
1849,628680,14792,0.021522992169832705,1.0,1.0,0.03063960712811422,1.0,1.0,,,,,,
1850,628880,14800,0.034787744692633474,0.875,0.875,,,,,,,,,
1851,629336,14808,0.018470521848547444,1.0,1.0,,,,,,,,,
1852,629600,14816,0.026721098169437026,0.875,0.875,,,,,,,,,
1853,629928,14824,0.016675802881387425,1.0,1.0,,,,,,,,,
1854,630256,14832,0.024265320456615884,1.0,1.0,,,,,,,,,
1855,630520,14840,0.03461624809420073,0.875,0.875,,,,,,,,,
1856,630848,14848,0.023741605266870462,0.875,0.875,,,,,,,,,
1857,631176,14856,0.02471082641265821,0.875,0.875,0.0688378101538401,0.75,0.75,,,,,,
1858,631504,14864,0.015256547386888994,1.0,1.0,,,,,,,,,
1859,631832,14872,0.018718678330616974,1.0,1.0,,,,,,,,,
1860,632224,14880,0.021384691985276733,1.0,1.0,,,,,,,,,
1861,632616,14888,0.02268901473854688,1.0,1.0,,,,,,,,,
1862,633008,14896,0.017826416870432998,1.0,1.0,,,,,,,,,
1863,633336,14904,0.023489214438610365,1.0,1.0,,,,,,,,,
1864,633728,14912,0.02682288080026259,0.875,0.875,,,,,,,,,
1865,634184,14920,0.022227789488549334,1.0,1.0,0.04570879623644162,0.875,0.875,,,,,,
1866,634768,14928,0.014603694177413772,1.0,1.0,,,,,,,,,
1867,635096,14936,0.020321571829546886,0.875,0.875,,,,,,,,,
1868,635488,14944,0.021776550489375948,1.0,1.0,,,,,,,,,
1869,635944,14952,0.010472468537586143,1.0,1.0,,,,,,,,,
1870,636208,14960,0.028252141230009332,0.875,0.875,,,,,,,,,
1871,636536,14968,0.025469698372617134,1.0,1.0,,,,,,,,,
1872,636800,14976,0.0257824520570648,0.875,0.875,,,,,,,,,
1873,637256,14984,0.025965250636665067,1.0,1.0,0.029093032942226572,1.0,1.0,,,,,,
1874,637584,14992,0.02082274215965299,1.0,1.0,,,,,,,,,
1875,637720,15000,0.03622084106101738,0.875,0.875,,,,,,,,,
1876,638112,15008,0.013474312651339157,1.0,1.0,,,,,,,,,
1877,638312,15016,0.022589708462752846,1.0,1.0,,,,,,,,,
1878,638704,15024,0.015989102335834105,1.0,1.0,,,,,,,,,
1879,639160,15032,0.02226326268971596,1.0,1.0,,,,,,,,,
1880,639488,15040,0.0185353700009,0.875,0.875,,,,,,,,,
1881,639752,15048,0.02238603634593346,1.0,1.0,0.043823469656577796,0.875,0.875,,,,,,
1882,640016,15056,0.026578483549574226,1.0,1.0,,,,,,,,,
1883,640408,15064,0.017667550249498162,1.0,1.0,,,,,,,,,
1884,640736,15072,0.02455271885336697,1.0,1.0,,,,,,,,,
1885,641000,15080,0.02170758802081764,1.0,1.0,,,,,,,,,
1886,641456,15088,0.019275479110110606,1.0,1.0,,,,,,,,,
1887,641784,15096,0.020922966787344194,1.0,1.0,,,,,,,,,
1888,642048,15104,0.026744008303228383,1.0,1.0,,,,,,,,,
1889,642440,15112,0.02510265128003084,0.875,0.875,0.05771833501672518,0.5,0.5,,,,,,
1890,642768,15120,0.024542275105572116,0.875,0.875,,,,,,,,,
1891,643096,15128,0.016222269322373906,1.0,1.0,,,,,,,,,
1892,643424,15136,0.022940595129555732,1.0,1.0,,,,,,,,,
1893,643752,15144,0.017949389329194675,1.0,1.0,,,,,,,,,
1894,644016,15152,0.033971229741837305,0.875,0.875,,,,,,,,,
1895,644344,15160,0.023669854638472314,0.875,0.875,,,,,,,,,
1896,644736,15168,0.02094116621741705,0.875,0.875,,,,,,,,,
1897,645128,15176,0.020783967771333966,1.0,1.0,0.02382610814636428,0.875,0.875,,,,,,
1898,645520,15184,0.019716157045719836,1.0,1.0,,,,,,,,,
1899,645912,15192,0.016934355287426116,1.0,1.0,,,,,,,,,
1900,646240,15200,0.018444585535260558,1.0,1.0,,,,,,,,,
1901,646504,15208,0.03181192422222921,1.0,1.0,,,,,,,,,
1902,646768,15216,0.02179562034015589,1.0,1.0,,,,,,,,,
1903,647096,15224,0.018814848980087846,1.0,1.0,,,,,,,,,
1904,647488,15232,0.02124313362795874,1.0,1.0,,,,,,,,,
1905,647816,15240,0.03073114363154309,0.875,0.875,0.05727567862915748,0.875,0.875,,,,,,
1906,648144,15248,0.017811387240639305,0.875,0.875,,,,,,,,,
1907,648472,15256,0.019841967740583645,1.0,1.0,,,,,,,,,
1908,648736,15264,0.024251473405297472,1.0,1.0,,,,,,,,,
